sample_id,split,label,event,source,is_vietnam,src_path,dst_path
img_000124,train,low_flood,ngap_can_tho_2019,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_can_tho_2019\low_flood\low_flood_000124.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000124_39f0279b39.jpg
img_000130,train,low_flood,ngap_can_tho_2019,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_can_tho_2019\low_flood\low_flood_000130.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000130_40f30488df.jpg
img_000136,train,low_flood,ngap_can_tho_2019,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_can_tho_2019\low_flood\low_flood_000136.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000136_cdcf9909b8.jpg
img_000142,train,low_flood,ngap_can_tho_2019,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_can_tho_2019\low_flood\low_flood_000142.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000142_5d424c39d3.jpg
img_000148,train,low_flood,ngap_can_tho_2019,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_can_tho_2019\low_flood\low_flood_000148.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000148_c912642dd1.jpg
img_000154,train,low_flood,ngap_can_tho_2019,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_can_tho_2019\low_flood\low_flood_000154.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000154_d7dfd34aca.jpg
img_000160,train,low_flood,ngap_can_tho_2019,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_can_tho_2019\low_flood\low_flood_000160.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000160_8e7c43771c.jpg
img_000166,train,low_flood,ngap_can_tho_2019,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_can_tho_2019\low_flood\low_flood_000166.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000166_08f6004018.jpg
img_000172,train,low_flood,ngap_can_tho_2019,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_can_tho_2019\low_flood\low_flood_000172.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000172_fd135dc775.jpg
img_000178,train,low_flood,ngap_can_tho_2019,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_can_tho_2019\low_flood\low_flood_000178.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000178_e8750566bf.jpg
img_000184,train,low_flood,ngap_can_tho_2019,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_can_tho_2019\low_flood\low_flood_000184.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000184_4779e7953a.jpg
img_000190,train,low_flood,ngap_can_tho_2019,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_can_tho_2019\low_flood\low_flood_000190.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000190_a95eb25e49.jpg
img_000196,train,low_flood,ngap_can_tho_2019,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_can_tho_2019\low_flood\low_flood_000196.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000196_36b962ff24.jpg
img_000202,train,low_flood,ngap_can_tho_2019,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_can_tho_2019\low_flood\low_flood_000202.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000202_2cca012874.jpg
img_000208,train,low_flood,ngap_can_tho_2019,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_can_tho_2019\low_flood\low_flood_000208.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000208_693e39ab5e.jpg
img_000126,train,low_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\low_flood\low_flood_000126.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000126_6b2a11f3a1.jpg
img_000132,train,low_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\low_flood\low_flood_000132.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000132_425c1aaa14.jpg
img_000138,train,low_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\low_flood\low_flood_000138.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000138_9b9e578c3a.jpg
img_000144,train,low_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\low_flood\low_flood_000144.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000144_c09f51f48b.jpg
img_000150,train,low_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\low_flood\low_flood_000150.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000150_c2de46c31e.jpg
img_000156,train,low_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\low_flood\low_flood_000156.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000156_4983a52f41.jpg
img_000162,train,low_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\low_flood\low_flood_000162.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000162_db63d85e15.jpg
img_000168,train,low_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\low_flood\low_flood_000168.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000168_ac5dbd6a70.jpg
img_000174,train,low_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\low_flood\low_flood_000174.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000174_4cb7940721.jpg
img_000180,train,low_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\low_flood\low_flood_000180.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000180_d76d24904e.jpg
img_000186,train,low_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\low_flood\low_flood_000186.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000186_38a3f3eeb3.jpg
img_000192,train,low_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\low_flood\low_flood_000192.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000192_904cb9cedf.jpg
img_000198,train,low_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\low_flood\low_flood_000198.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000198_ce4e3b325d.jpg
img_000204,train,low_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\low_flood\low_flood_000204.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000204_f05f474198.jpg
img_000210,train,low_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\low_flood\low_flood_000210.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000210_6a42cce110.jpg
img_000123,train,low_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\low_flood\low_flood_000123.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000123_af84d8b96a.jpg
img_000129,train,low_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\low_flood\low_flood_000129.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000129_45b62f1124.jpg
img_000135,train,low_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\low_flood\low_flood_000135.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000135_ef1ae3b7f3.jpg
img_000141,train,low_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\low_flood\low_flood_000141.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000141_bc3e50800d.jpg
img_000147,train,low_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\low_flood\low_flood_000147.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000147_1ebe20c695.jpg
img_000153,train,low_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\low_flood\low_flood_000153.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000153_da74fcb7b7.jpg
img_000159,train,low_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\low_flood\low_flood_000159.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000159_09b9f99c28.jpg
img_000165,train,low_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\low_flood\low_flood_000165.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000165_b03cd6e83a.jpg
img_000171,train,low_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\low_flood\low_flood_000171.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000171_33f01c19b5.jpg
img_000177,train,low_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\low_flood\low_flood_000177.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000177_e02e6eea8a.jpg
img_000183,train,low_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\low_flood\low_flood_000183.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000183_f0a5fd896f.jpg
img_000189,train,low_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\low_flood\low_flood_000189.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000189_af0fda2664.jpg
img_000195,train,low_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\low_flood\low_flood_000195.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000195_207a8dace1.jpg
img_000201,train,low_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\low_flood\low_flood_000201.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000201_eff64d6235.jpg
img_000207,train,low_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\low_flood\low_flood_000207.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000207_400931e56c.jpg
img_000125,train,low_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\low_flood\low_flood_000125.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000125_99c43ca30a.jpg
img_000131,train,low_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\low_flood\low_flood_000131.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000131_e150eaf921.jpg
img_000137,train,low_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\low_flood\low_flood_000137.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000137_3299de12fd.jpg
img_000143,train,low_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\low_flood\low_flood_000143.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000143_02691b3901.jpg
img_000149,train,low_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\low_flood\low_flood_000149.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000149_78acbb5f9e.jpg
img_000155,train,low_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\low_flood\low_flood_000155.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000155_80fee7c30b.jpg
img_000161,train,low_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\low_flood\low_flood_000161.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000161_7f1d0d6a8b.jpg
img_000167,train,low_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\low_flood\low_flood_000167.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000167_7fb9fcb15d.jpg
img_000173,train,low_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\low_flood\low_flood_000173.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000173_39136e45aa.jpg
img_000179,train,low_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\low_flood\low_flood_000179.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000179_1e5da55ad5.jpg
img_000185,train,low_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\low_flood\low_flood_000185.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000185_b2eeb0020c.jpg
img_000191,train,low_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\low_flood\low_flood_000191.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000191_e327d5d62e.jpg
img_000197,train,low_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\low_flood\low_flood_000197.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000197_1fe149f9d3.jpg
img_000203,train,low_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\low_flood\low_flood_000203.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000203_3294f9319e.jpg
img_000209,train,low_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\low_flood\low_flood_000209.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000209_24f6432f4f.jpg
img_000122,train,low_flood,bao_noru_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_noru_2022\low_flood\low_flood_000122.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000122_cf1b27f7d9.jpg
img_000128,train,low_flood,bao_noru_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_noru_2022\low_flood\low_flood_000128.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000128_71d026b8d7.jpg
img_000134,train,low_flood,bao_noru_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_noru_2022\low_flood\low_flood_000134.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000134_8481feca4b.jpg
img_000140,train,low_flood,bao_noru_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_noru_2022\low_flood\low_flood_000140.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000140_e1d83ded62.jpg
img_000146,train,low_flood,bao_noru_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_noru_2022\low_flood\low_flood_000146.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000146_58520e779f.jpg
img_000152,train,low_flood,bao_noru_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_noru_2022\low_flood\low_flood_000152.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000152_f8394fcc9f.jpg
img_000158,train,low_flood,bao_noru_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_noru_2022\low_flood\low_flood_000158.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000158_805af97a0c.jpg
img_000164,train,low_flood,bao_noru_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_noru_2022\low_flood\low_flood_000164.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000164_b9badff2e9.jpg
img_000170,train,low_flood,bao_noru_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_noru_2022\low_flood\low_flood_000170.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000170_8fe931a0f6.jpg
img_000176,train,low_flood,bao_noru_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_noru_2022\low_flood\low_flood_000176.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000176_d85cdf42d7.jpg
img_000182,train,low_flood,bao_noru_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_noru_2022\low_flood\low_flood_000182.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000182_6290a48b0d.jpg
img_000188,train,low_flood,bao_noru_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_noru_2022\low_flood\low_flood_000188.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000188_3b481eb328.jpg
img_000194,train,low_flood,bao_noru_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_noru_2022\low_flood\low_flood_000194.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000194_4a411bf192.jpg
img_000200,train,low_flood,bao_noru_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_noru_2022\low_flood\low_flood_000200.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000200_99c07d3669.jpg
img_000206,train,low_flood,bao_noru_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_noru_2022\low_flood\low_flood_000206.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000206_6c612b7c85.jpg
img_000213,train,low_flood,pakistan_flood_2022,crisismmd,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\crisismmd\pakistan_flood_2022\low_flood\low_flood_000213.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000213_90371a324f.jpg
img_000217,train,low_flood,pakistan_flood_2022,crisismmd,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\crisismmd\pakistan_flood_2022\low_flood\low_flood_000217.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000217_b7d63846b3.jpg
img_000221,train,low_flood,pakistan_flood_2022,crisismmd,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\crisismmd\pakistan_flood_2022\low_flood\low_flood_000221.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000221_a240c15cad.jpg
img_000225,train,low_flood,pakistan_flood_2022,crisismmd,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\crisismmd\pakistan_flood_2022\low_flood\low_flood_000225.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000225_1a937366bc.jpg
img_000229,train,low_flood,pakistan_flood_2022,crisismmd,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\crisismmd\pakistan_flood_2022\low_flood\low_flood_000229.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000229_742fd690bb.jpg
img_000233,train,low_flood,pakistan_flood_2022,crisismmd,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\crisismmd\pakistan_flood_2022\low_flood\low_flood_000233.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000233_0f7d601c5a.jpg
img_000237,train,low_flood,pakistan_flood_2022,crisismmd,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\crisismmd\pakistan_flood_2022\low_flood\low_flood_000237.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000237_d91ea5e27e.jpg
img_000212,train,low_flood,kerala_flood_2018,floodnet,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\floodnet\kerala_flood_2018\low_flood\low_flood_000212.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000212_81896624a4.jpg
img_000216,train,low_flood,kerala_flood_2018,floodnet,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\floodnet\kerala_flood_2018\low_flood\low_flood_000216.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000216_88b0c30754.jpg
img_000220,train,low_flood,kerala_flood_2018,floodnet,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\floodnet\kerala_flood_2018\low_flood\low_flood_000220.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000220_2318520486.jpg
img_000224,train,low_flood,kerala_flood_2018,floodnet,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\floodnet\kerala_flood_2018\low_flood\low_flood_000224.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000224_fdfef4949e.jpg
img_000228,train,low_flood,kerala_flood_2018,floodnet,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\floodnet\kerala_flood_2018\low_flood\low_flood_000228.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000228_376e7f27df.jpg
img_000232,train,low_flood,kerala_flood_2018,floodnet,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\floodnet\kerala_flood_2018\low_flood\low_flood_000232.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000232_4b00aa6df7.jpg
img_000236,train,low_flood,kerala_flood_2018,floodnet,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\floodnet\kerala_flood_2018\low_flood\low_flood_000236.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\low_flood\img_000236_81e7bea12f.jpg
